code,name,districtCode
2038,Xã Sơn Thủy,122
2039,Xã Pà Cò,122
2040,Xã Hang Kia,122
2041,Xã Đồng Tân,122
2042,Xã Cun Pheo,122
2043,Xã Bao La,122
2044,Xã Tòng Đậu,122
2045,Xã Nà Phòn,122
2046,Xã Săm Khóe,122
2047,Xã Chiềng Châu,122
2048,Xã Mai Hạ,122
2049,Xã Thành Sơn,122
2050,Xã Mai Hịch,122
2051,Xã Vạn Mai,122
2052,Thị trấn Vụ Bản,123
2053,Xã Quý Hòa,123
2054,Xã Miền Đồi,123
2055,Xã Mỹ Thành,123
2056,Xã Tuân Đạo,123
2057,Xã Văn Nghĩa,123
2058,Xã Văn Sơn,123
2059,Xã Tân Lập,123
2060,Xã Nhân Nghĩa,123
2061,Xã Thượng Cốc,123
2062,Xã Quyết Thắng,123
2063,Xã Xuất Hóa,123
2064,Xã Yên Phú,123
2065,Xã Bình Hẻm,123
2066,Xã Định Cư,123
2067,Xã Chí Đạo,123
2068,Xã Ngọc Sơn,123
2069,Xã Hương Nhượng,123
2070,Xã Vũ Bình,123
2071,Xã Tự Do,123
2072,Xã Yên Nghiệp,123
2073,Xã Tân Mỹ,123
2074,Xã Ân Nghĩa,123
2075,Xã Ngọc Lâu,123
2076,Thị trấn Hàng Trạm,124
2077,Xã Lạc Sỹ,124
2078,Xã Lạc Lương,124
2079,Xã Bảo Hiệu,124
2080,Xã Đa Phúc,124
2081,Xã Hữu Lợi,124
2082,Xã Lạc Thịnh,124
2083,Xã Đoàn Kết,124
2084,Xã Phú Lai,124
2085,Xã Yên Trị,124
2086,Xã Ngọc Lương,124
2087,Thị trấn Ba Hàng Đồi,125
2088,Thị trấn Chi Nê,125
2089,Xã Phú Nghĩa,125
2090,Xã Phú Thành,125
2091,Xã Hưng Thi,125
2092,Xã Khoan Dụ,125
2093,Xã Đồng Tâm,125
2094,Xã Yên Bồng,125
2095,Xã Thống Nhất,125
2096,Xã An Bình,125
2097,Phường Quán Triều,126
2098,Phường Quang Vinh,126
2099,Phường Túc Duyên,126
2100,Phường Hoàng Văn Thụ,126
2101,Phường Trưng Vương,126
2102,Phường Quang Trung,126
2103,Phường Phan Đình Phùng,126
2104,Phường Tân Thịnh,126
2105,Phường Thịnh Đán,126
2106,Phường Đồng Quang,126
2107,Phường Gia Sàng,126
2108,Phường Tân Lập,126
2109,Phường Cam Giá,126
2110,Phường Phú Xá,126
2111,Phường Hương Sơn,126
2112,Phường Trung Thành,126
2113,Phường Tân Thành,126
2114,Phường Tân Long,126
2115,Xã Phúc Hà,126
2116,Xã Phúc Xuân,126
2117,Xã Quyết Thắng,126
2118,Xã Phúc Trìu,126
2119,Xã Thịnh Đức,126
2120,Phường Tích Lương,126
2121,Xã Tân Cương,126
2122,Xã Sơn Cẩm,126
2123,Phường Chùa Hang,126
2124,Xã Cao Ngạn,126
2125,Xã Linh Sơn,126
2126,Phường Đồng Bẩm,126
2127,Xã Huống Thượng,126
2128,Xã Đồng Liên,126
2129,Phường Lương Sơn,127
2130,Phường Châu Sơn,127
2131,Phường Mỏ Chè,127
2132,Phường Cải Đan,127
2133,Phường Thắng Lợi,127
2134,Phường Phố Cò,127
2135,Xã Tân Quang,127
2136,Phường Bách Quang,127
2137,Xã Bình Sơn,127
2138,Xã Bá Xuyên,127
2139,Thị trấn Chợ Chu,128
2140,Xã Linh Thông,128
2141,Xã Lam Vỹ,128
2142,Xã Quy Kỳ,128
2143,Xã Tân Thịnh,128
2144,Xã Kim Phượng,128
2145,Xã Bảo Linh,128
2146,Xã Phúc Chu,128
2147,Xã Tân Dương,128
2148,Xã Phượng Tiến,128
2149,Xã Bảo Cường,128
2150,Xã Đồng Thịnh,128
2151,Xã Định Biên,128
2152,Xã Thanh Định,128
2153,Xã Trung Hội,128
2154,Xã Trung Lương,128
2155,Xã Bình Yên,128
2156,Xã Điềm Mặc,128
2157,Xã Phú Tiến,128
2158,Xã Bộc Nhiêu,128
2159,Xã Sơn Phú,128
2160,Xã Phú Đình,128
2161,Xã Bình Thành,128
2162,Thị trấn Giang Tiên,129
2163,Thị trấn Đu,129
2164,Xã Yên Ninh,129
2165,Xã Yên Trạch,129
2166,Xã Yên Đổ,129
2167,Xã Yên Lạc,129
2168,Xã Ôn Lương,129
2169,Xã Động Đạt,129
2170,Xã Phủ Lý,129
2171,Xã Phú Đô,129
2172,Xã Hợp Thành,129
2173,Xã Tức Tranh,129
2174,Xã Phấn Mễ,129
2175,Xã Vô Tranh,129
2176,Xã Cổ Lũng,129
2177,Thị trấn Sông Cầu,130
2178,Thị trấn Trại Cau,130
2179,Xã Văn Lăng,130
2180,Xã Tân Long,130
2181,Xã Hòa Bình,130
2182,Xã Quang Sơn,130
2183,Xã Minh Lập,130
2184,Xã Văn Hán,130
2185,Xã Hóa Trung,130
2186,Xã Khe Mo,130
2187,Xã Cây Thị,130
2188,Xã Hóa Thượng,130
2189,Xã Hợp Tiến,130
2190,Xã Tân Lợi,130
2191,Xã Nam Hòa,130
2192,Thị trấn Đình Cả,131
2193,Xã Sảng Mộc,131
2194,Xã Nghinh Tường,131
2195,Xã Thần Xa,131
2196,Xã Vũ Chấn,131
2197,Xã Thượng Nung,131
2198,Xã Phú Thượng,131
2199,Xã Cúc Đường,131
2200,Xã La Hiên,131
2201,Xã Lâu Thượng,131
2202,Xã Tràng Xá,131
2203,Xã Phương Giao,131
2204,Xã Liên Minh,131
2205,Xã Dân Tiến,131
2206,Xã Bình Long,131
2207,Thị trấn Hùng Sơn,132
2208,Thị trấn Quân Chu,132
2209,Xã Phúc Lương,132
2210,Xã Minh Tiến,132
2211,Xã Yên Lãng,132
2212,Xã Đức Lương,132
2213,Xã Phú Cường,132
2214,Xã Na Mao,132
2215,Xã Phú Lạc,132
2216,Xã Tân Linh,132
2217,Xã Phú Thịnh,132
2218,Xã Phục Linh,132
2219,Xã Phú Xuyên,132
2220,Xã Bản Ngoại,132
2221,Xã Tiên Hội,132
2222,Xã Cù Vân,132
2223,Xã Hà Thượng,132
2224,Xã La Bằng,132
2225,Xã Hoàng Nông,132
2226,Xã Khôi Kỳ,132
2227,Xã An Khánh,132
2228,Xã Tân Thái,132
2229,Xã Bình Thuận,132
2230,Xã Lục Ba,132
2231,Xã Mỹ Yên,132
2232,Xã Vạn Thọ,132
2233,Xã Văn Yên,132
2234,Xã Ký Phú,132
2235,Xã Cát Nê,132
2236,Xã Quân Chu,132
2237,Phường Bãi Bông,133
2238,Phường Bắc Sơn,133
2239,Phường Ba Hàng,133
2240,Xã Phúc Tân,133
2241,Xã Phúc Thuận,133
2242,Xã Hồng Tiến,133
2243,Xã Minh Đức,133
2244,Xã Đắc Sơn,133
2245,Phường Đồng Tiến,133
2246,Xã Thành Công,133
2247,Xã Tiên Phong,133
2248,Xã Vạn Phái,133
2249,Xã Nam Tiến,133
2250,Xã Tân Hương,133
2251,Xã Đông Cao,133
2252,Xã Trung Thành,133
2253,Xã Tân Phú,133
2254,Xã Thuận Thành,133
2255,Thị trấn Hương Sơn,134
2256,Xã Bàn Đạt,134
2257,Xã Tân Khánh,134
2258,Xã Tân Kim,134
2259,Xã Tân Thành,134
2260,Xã Đào Xá,134
2261,Xã Bảo Lý,134
2262,Xã Thượng Đình,134
2263,Xã Tân Hòa,134
2264,Xã Nhã Lộng,134
2265,Xã Điềm Thụy,134
2266,Xã Xuân Phương,134
2267,Xã Tân Đức,134
2268,Xã Úc Kỳ,134
2269,Xã Lương Phú,134
2270,Xã Nga My,134
2271,Xã Kha Sơn,134
2272,Xã Thanh Ninh,134
2273,Xã Dương Thành,134
2274,Xã Hà Châu,134
2275,Phường Hoàng Văn Thụ,135
2276,Phường Tam Thanh,135
2277,Phường Vĩnh Trại,135
2278,Phường Đông Kinh,135
2279,Phường Chi Lăng,135
2280,Xã Hoàng Đồng,135
2281,Xã Quảng Lạc,135
2282,Xã Mai Pha,135
2283,Thị trấn Thất Khê,136
2284,Xã Khánh Long,136
2285,Xã Đoàn Kết,136
2286,Xã Quốc Khánh,136
2287,Xã Vĩnh Tiến,136
2288,Xã Cao Minh,136
2289,Xã Chí Minh,136
2290,Xã Tri Phương,136
2291,Xã Tân Tiến,136
2292,Xã Tân Yên,136
2293,Xã Đội Cấn,136
2294,Xã Tân Minh,136
2295,Xã Kim Đồng,136
2296,Xã Chi Lăng,136
2297,Xã Trung Thành,136
2298,Xã Đại Đồng,136
2299,Xã Đào Viên,136
2300,Xã Đề Thám,136
2301,Xã Kháng Chiến,136
2302,Xã Hùng Sơn,136
2303,Xã Quốc Việt,136
2304,Xã Hùng Việt,136
2305,Xã Hưng Đạo,137
2306,Xã Vĩnh Yên,137
2307,Xã Hoa Thám,137
2308,Xã Quý Hòa,137
2309,Xã Hồng Phong,137
2310,Xã Yên Lỗ,137
2311,Xã Thiện Hòa,137
2312,Xã Quang Trung,137
2313,Xã Thiện Thuật,137
2314,Xã Minh Khai,137
2315,Xã Thiện Long,137
2316,Xã Hoàng Văn Thụ,137
2317,Xã Hòa Bình,137
2318,Xã Mông Ân,137
2319,Xã Tân Hòa,137
2320,Thị trấn Bình Gia,137
2321,Xã Hồng Thái,137
2322,Xã Bình La,137
2323,Xã Tân Văn,137
2324,Thị trấn Na Sầm,138
2325,Xã Trùng Khánh,138
2326,Xã Bắc La,138
2327,Xã Thụy Hùng,138
2328,Xã Bắc Hùng,138
2329,Xã Tân Tác,138
2330,Xã Thanh Long,138
2331,Xã Hội Hoan,138
2332,Xã Bắc Việt,138
2333,Xã Hoàng Việt,138
2334,Xã Gia Miễn,138
2335,Xã Thành Hòa,138
2336,Xã Tân Thanh,138
2337,Xã Tân Mỹ,138
2338,Xã Hồng Thái,138
2339,Xã Hoàng Văn Thụ,138
2340,Xã Nhạc Kỳ,138
2341,Thị trấn Đồng Đăng,139
2342,Thị trấn Cao Lộc,139
2343,Xã Bảo Lâm,139
2344,Xã Thanh Lòa,139
2345,Xã Cao Lâu,139
2346,Xã Thạch Đạn,139
2347,Xã Xuất Lễ,139
2348,Xã Hồng Phong,139
2349,Xã Thụy Hùng,139
2350,Xã Lộc Yên,139
2351,Xã Phú Xá,139
2352,Xã Bình Trung,139
2353,Xã Hải Yến,139
2354,Xã Hòa Cư,139
2355,Xã Hợp Thành,139
2356,Xã Công Sơn,139
2357,Xã Gia Cát,139
2358,Xã Mẫu Sơn,139
2359,Xã Xuân Long,139
2360,Xã Tân Liên,139
2361,Xã Yên Trạch,139
2362,Xã Tân Thành,139
2363,Thị trấn Văn Quan,140
2364,Xã Trấn Ninh,140
2365,Xã Liên Hội,140
2366,Xã Hòa Bình,140
2367,Xã Tú Xuyên,140
2368,Xã Điềm He,140
2369,Xã An Sơn,140
2370,Xã Khánh Khê,140
2371,Xã Lương Năng,140
2372,Xã Đồng Giáp,140
2373,Xã Bình Phúc,140
2374,Xã Tràng Các,140
2375,Xã Tân Đoàn,140
2376,Xã Tri Lễ,140
2377,Xã Tràng Phái,140
2378,Xã Yên Phúc,140
2379,Xã Hữu Lễ,140
2380,Thị trấn Bắc Sơn,141
2381,Xã Long Đống,141
2382,Xã Vạn Thủy,141
2383,Xã Đồng ý,141
2384,Xã Tân Tri,141
2385,Xã Bắc Quỳnh,141
2386,Xã Hưng Vũ,141
2387,Xã Tân Lập,141
2388,Xã Vũ Sơn,141
2389,Xã Chiêu Vũ,141
2390,Xã Tân Hương,141
2391,Xã Chiến Thắng,141
2392,Xã Vũ Lăng,141
2393,Xã Trấn Yên,141
2394,Xã Vũ Lễ,141
2395,Xã Nhất Hòa,141
2396,Xã Tân Thành,141
2397,Xã Nhất Tiến,141
2398,Thị trấn Hữu Lũng,142
2399,Xã Hữu Liên,142
2400,Xã Yên Bình,142
2401,Xã Quyết Thắng,142
2402,Xã Hòa Bình,142
2403,Xã Yên Thịnh,142
2404,Xã Yên Sơn,142
2405,Xã Thiện Tân,142
2406,Xã Yên Vượng,142
2407,Xã Minh Tiến,142
2408,Xã Nhật Tiến,142
2409,Xã Thanh Sơn,142
2410,Xã Đồng Tân,142
2411,Xã Cai Kinh,142
2412,Xã Hòa Lạc,142
2413,Xã Vân Nham,142
2414,Xã Đồng Tiến,142
2415,Xã Tân Thành,142
2416,Xã Hòa Sơn,142
2417,Xã Minh Sơn,142
2418,Xã Hồ Sơn,142
2419,Xã Sơn Hà,142
2420,Xã Minh Hòa,142
2421,Xã Hòa Thắng,142
2422,Thị trấn Đồng Mỏ,143
2423,Thị trấn Chi Lăng,143
2424,Xã Vân An,143
2425,Xã Vân Thủy,143
2426,Xã Gia Lộc,143
2427,Xã Bắc Thủy,143
2428,Xã Chiến Thắng,143
2429,Xã Mai Sao,143
2430,Xã Bằng Hữu,143
2431,Xã Thượng Cường,143
2432,Xã Bằng Mạc,143
2433,Xã Nhân Lý,143
2434,Xã Lâm Sơn,143
2435,Xã Liên Sơn,143
2436,Xã Vạn Linh,143
2437,Xã Hòa Bình,143
2438,Xã Hữu Kiên,143
2439,Xã Quan Sơn,143
2440,Xã Y Tịch,143
2441,Xã Chi Lăng,143
2442,Thị trấn Na Dương,144
2443,Thị trấn Lộc Bình,144
2444,Xã Mẫu Sơn,144
2445,Xã Yên Khoái,144
2446,Xã Khánh Xuân,144
2447,Xã Tú Mịch,144
2448,Xã Hữu Khánh,144
2449,Xã Đồng Bục,144
2450,Xã Tam Gia,144
2451,Xã Tú Đoạn,144
2452,Xã Khuất Xá,144
2453,Xã Tĩnh Bắc,144
2454,Xã Thống Nhất,144
2455,Xã Sàn Viên,144
2456,Xã Đông Quan,144
2457,Xã Minh Hiệp,144
2458,Xã Hữu Lân,144
2459,Xã Lợi Bác,144
2460,Xã Nam Quan,144
2461,Xã Xuân Dương,144
2462,Xã Ái Quốc,144
2463,Thị trấn Đình Lập,145
2464,Thị trấn NT Thái Bình,145
2465,Xã Bắc Xa,145
2466,Xã Bính Xá,145
2467,Xã Kiên Mộc,145
2468,Xã Đình Lập,145
2469,Xã Thái Bình,145
2470,Xã Cường Lợi,145
2471,Xã Châu Sơn,145
2472,Xã Lâm Ca,145
2473,Xã Đồng Thắng,145
2474,Xã Bắc Lãng,145
2475,Phường Hà Khánh,146
2476,Phường Hà Phong,146
2477,Phường Hà Khẩu,146
2478,Phường Cao Xanh,146
2479,Phường Giếng Đáy,146
2480,Phường Hà Tu,146
2481,Phường Hà Trung,146
2482,Phường Hà Lầm,146
2483,Phường Bãi Cháy,146
2484,Phường Cao Thắng,146
2485,Phường Hùng Thắng,146
2486,Phường Yết Kiêu,146
2487,Phường Trần Hưng Đạo,146
2488,Phường Hồng Hải,146
2489,Phường Hồng Gai,146
2490,Phường Bạch Đằng,146
2491,Phường Hồng Hà,146
2492,Phường Tuần Châu,146
2493,Phường Việt Hưng,146
2494,Phường Đại Yên,146
2495,Phường Hoành Bồ,146
2496,Xã Kỳ Thượng,146
2497,Xã Đồng Sơn,146
2498,Xã Tân Dân,146
2499,Xã Đồng Lâm,146
2500,Xã Hòa Bình,146
2501,Xã Vũ Oai,146
2502,Xã Dân Chủ,146
2503,Xã Quảng La,146
2504,Xã Bằng Cả,146
2505,Xã Thống Nhất,146
2506,Xã Sơn Dương,146
2507,Xã Lê Lợi,146
2508,Phường Ka Long,147
2509,Phường Trần Phú,147
2510,Phường Ninh Dương,147
2511,Phường Hòa Lạc,147
2512,Phường Trà Cổ,147
2513,Xã Hải Sơn,147
2514,Xã Bắc Sơn,147
2515,Xã Hải Đông,147
2516,Xã Hải Tiến,147
2517,Phường Hải Yên,147
2518,Xã Quảng Nghĩa,147
2519,Phường Hải Hòa,147
2520,Xã Hải Xuân,147
2521,Xã Vạn Ninh,147
2522,Phường Bình Ngọc,147
2523,Xã Vĩnh Trung,147
2524,Xã Vĩnh Thực,147
2525,Phường Mông Dương,148
2526,Phường Cửa Ông,148
2527,Phường Cẩm Sơn,148
2528,Phường Cẩm Đông,148
2529,Phường Cẩm Phú,148
2530,Phường Cẩm Tây,148
2531,Phường Quang Hanh,148
2532,Phường Cẩm Thịnh,148
2533,Phường Cẩm Thủy,148
2534,Phường Cẩm Thạch,148
2535,Phường Cẩm Thành,148
2536,Phường Cẩm Trung,148
2537,Phường Cẩm Bình,148
2538,Xã Cộng Hòa,148
2539,Xã Cẩm Hải,148
2540,Xã Dương Huy,148
2541,Phường Vàng Danh,149
2542,Phường Thanh Sơn,149
2543,Phường Bắc Sơn,149
2544,Phường Quang Trung,149
2545,Phường Trưng Vương,149
2546,Phường Nam Khê,149
2547,Phường Yên Thanh,149
2548,Xã Thượng Yên Công,149
2549,Phường Phương Đông,149
2550,Phường Phương Nam,149
2551,Thị trấn Bình Liêu,150
2552,Xã Hoành Mô,150
2553,Xã Đồng Tâm,150
2554,Xã Đồng Văn,150
2555,Xã Vô Ngại,150
2556,Xã Lục Hồn,150
2557,Xã Húc Động,150
2558,Thị trấn Tiên Yên,151
2559,Xã Hà Lâu,151
2560,Xã Đại Dực,151
2561,Xã Phong Dụ,151
2562,Xã Điền Xá,151
2563,Xã Đông Ngũ,151
2564,Xã Yên Than,151
2565,Xã Đông Hải,151
2566,Xã Hải Lạng,151
2567,Xã Tiên Lãng,151
2568,Xã Đồng Rui,151
2569,Thị trấn Đầm Hà,152
2570,Xã Quảng Lâm,152
2571,Xã Quảng An,152
2572,Xã Tân Bình,152
2573,Xã Dực Yên,152
2574,Xã Quảng Tân,152
2575,Xã Đầm Hà,152
2576,Xã Tân Lập,152
2577,Xã Đại Bình,152
2578,Thị trấn Quảng Hà,153
2579,Xã Quảng Đức,153
2580,Xã Quảng Sơn,153
2581,Xã Quảng Thành,153
2582,Xã Quảng Thịnh,153
2583,Xã Quảng Minh,153
2584,Xã Quảng Chính,153
2585,Xã Quảng Long,153
2586,Xã Đường Hoa,153
2587,Xã Quảng Phong,153
2588,Xã Cái Chiên,153
2589,Thị trấn Ba Chẽ,154
2590,Xã Thanh Sơn,154
2591,Xã Thanh Lâm,154
2592,Xã Đạp Thanh,154
2593,Xã Nam Sơn,154
2594,Xã Lương Mông,154
2595,Xã Đồn Đạc,154
2596,Xã Minh Cầm,154
2597,Thị trấn Cái Rồng,155
2598,Xã Đài Xuyên,155
2599,Xã Bình Dân,155
2600,Xã Vạn Yên,155
2601,Xã Minh Châu,155
2602,Xã Đoàn Kết,155
2603,Xã Hạ Long,155
2604,Xã Đông Xá,155
2605,Xã Bản Sen,155
2606,Xã Thắng Lợi,155
2607,Xã Quan Lạn,155
2608,Xã Ngọc Vừng,155
2609,Phường Mạo Khê,156
2610,Phường Đông Triều,156
2611,Xã An Sinh,156
2612,Xã Tràng Lương,156
2613,Xã Bình Khê,156
2614,Xã Việt Dân,156
2615,Xã Tân Việt,156
2616,Xã Bình Dương,156
2617,Phường Đức Chính,156
2618,Phường Tràng An,156
2619,Xã Nguyễn Huệ,156
2620,Xã Thủy An,156
2621,Phường Xuân Sơn,156
2622,Xã Hồng Thái Tây,156
2623,Xã Hồng Thái Đông,156
2624,Phường Hoàng Quế,156
2625,Phường Yên Thọ,156
2626,Phường Hồng Phong,156
2627,Phường Kim Sơn,156
2628,Phường Hưng Đạo,156
2629,Xã Yên Đức,156
2630,Phường Quảng Yên,157
2631,Phường Đông Mai,157
2632,Phường Minh Thành,157
2633,Xã Sông Khoai,157
2634,Xã Hiệp Hòa,157
2635,Phường Cộng Hòa,157
2636,Xã Tiền An,157
2637,Xã Hoàng Tân,157
2638,Phường Tân An,157
2639,Phường Yên Giang,157
2640,Phường Nam Hòa,157
2641,Phường Hà An,157
2642,Xã Cẩm La,157
2643,Phường Phong Hải,157
2644,Phường Yên Hải,157
2645,Xã Liên Hòa,157
2646,Phường Phong Cốc,157
2647,Xã Liên Vị,157
2648,Xã Tiền Phong,157
2649,Thị trấn Cô Tô,158
2650,Xã Đồng Tiến,158
2651,Xã Thanh Lân,158
2652,Phường Thọ Xương,159
2653,Phường Trần Nguyên Hãn,159
2654,Phường Ngô Quyền,159
2655,Phường Hoàng Văn Thụ,159
2656,Phường Trần Phú,159
2657,Phường Mỹ Độ,159
2658,Phường Lê Lợi,159
2659,Xã Song Mai,159
2660,Phường Xương Giang,159
2661,Phường Đa Mai,159
2662,Phường Dĩnh Kế,159
2663,Xã Dĩnh Trì,159
2664,Xã Tân Mỹ,159
2665,Xã Đồng Sơn,159
2666,Xã Tân Tiến,159
2667,Xã Song Khê,159
2668,Xã Đồng Tiến,160
2669,Xã Canh Nậu,160
2670,Xã Xuân Lương,160
2671,Xã Tam Tiến,160
2672,Xã Đồng Vương,160
2673,Xã Đồng Hưu,160
2674,Xã Đồng Tâm,160
2675,Xã Tam Hiệp,160
2676,Xã Tiến Thắng,160
2677,Xã Hồng Kỳ,160
2678,Xã Đồng Lạc,160
2679,Xã Đông Sơn,160
2680,Xã Tân Hiệp,160
2681,Xã Hương Vĩ,160
2682,Xã Đồng Kỳ,160
2683,Xã An Thượng,160
2684,Thị trấn Phồn Xương,160
2685,Xã Tân Sỏi,160
2686,Thị trấn Bố Hạ,160
2687,Xã Lan Giới,161
2688,Thị trấn Nhã Nam,161
2689,Xã Tân Trung,161
2690,Xã Đại Hóa,161
2691,Xã Quang Tiến,161
2692,Xã Phúc Sơn,161
2693,Xã An Dương,161
2694,Xã Phúc Hòa,161
2695,Xã Liên Sơn,161
2696,Xã Hợp Đức,161
2697,Xã Lam Cốt,161
2698,Xã Cao Xá,161
2699,Thị trấn Cao Thượng,161
2700,Xã Việt Ngọc,161
2701,Xã Song Vân,161
2702,Xã Ngọc Châu,161
2703,Xã Ngọc Vân,161
2704,Xã Việt Lập,161
2705,Xã Liên Chung,161
2706,Xã Ngọc Thiện,161
2707,Xã Ngọc Lý,161
2708,Xã Quế Nham,161
2709,Thị trấn Vôi,162
2710,Xã Nghĩa Hòa,162
2711,Xã Nghĩa Hưng,162
2712,Xã Quang Thịnh,162
2713,Xã Hương Sơn,162
2714,Xã Đào Mỹ,162
2715,Xã Tiên Lục,162
2716,Xã An Hà,162
2717,Thị trấn Kép,162
2718,Xã Mỹ Hà,162
2719,Xã Hương Lạc,162
2720,Xã Dương Đức,162
2721,Xã Tân Thanh,162
2722,Xã Yên Mỹ,162
2723,Xã Tân Hưng,162
2724,Xã Mỹ Thái,162
2725,Xã Xương Lâm,162
2726,Xã Xuân Hương,162
2727,Xã Tân Dĩnh,162
2728,Xã Đại Lâm,162
2729,Xã Thái Đào,162
2730,Thị trấn Đồi Ngô,163
2731,Xã Đông Hưng,163
2732,Xã Đông Phú,163
2733,Xã Tam Dị,163
2734,Xã Bảo Sơn,163
2735,Xã Bảo Đài,163
2736,Xã Thanh Lâm,163
2737,Xã Tiên Nha,163
2738,Xã Trường Giang,163
2739,Xã Phương Sơn,163
2740,Xã Chu Điện,163
2741,Xã Cương Sơn,163
2742,Xã Nghĩa Phương,163
2743,Xã Vô Tranh,163
2744,Xã Bình Sơn,163
2745,Xã Lan Mẫu,163
2746,Xã Yên Sơn,163
2747,Xã Khám Lạng,163
2748,Xã Huyền Sơn,163
2749,Xã Trường Sơn,163
2750,Xã Lục Sơn,163
2751,Xã Bắc Lũng,163
2752,Xã Vũ Xá,163
2753,Xã Cẩm Lý,163
2754,Xã Đan Hội,163
2755,Thị trấn Chũ,164
2756,Xã Cấm Sơn,164
2757,Xã Tân Sơn,164
2758,Xã Phong Minh,164
2759,Xã Phong Vân,164
2760,Xã Xa Lý,164
2761,Xã Hộ Đáp,164
2762,Xã Sơn Hải,164
2763,Xã Thanh Hải,164
2764,Xã Kiên Lao,164
2765,Xã Biên Sơn,164
2766,Xã Kiên Thành,164
2767,Xã Hồng Giang,164
2768,Xã Kim Sơn,164
2769,Xã Tân Hoa,164
2770,Xã Giáp Sơn,164
2771,Xã Biển Động,164
2772,Xã Quý Sơn,164
2773,Xã Trù Hựu,164
2774,Xã Phì Điền,164
2775,Xã Tân Quang,164
2776,Xã Đồng Cốc,164
2777,Xã Tân Lập,164
2778,Xã Phú Nhuận,164
2779,Xã Mỹ An,164
2780,Xã Nam Dương,164
2781,Xã Tân Mộc,164
2782,Xã Đèo Gia,164
2783,Xã Phượng Sơn,164
2784,Thị trấn An Châu,165
2785,Thị trấn Tây Yên Tử,165
2786,Xã Vân Sơn,165
2787,Xã Hữu Sản,165
2788,Xã Đại Sơn,165
2789,Xã Phúc Sơn,165
2790,Xã Giáo Liêm,165
2791,Xã Cẩm Đàn,165
2792,Xã An Lạc,165
2793,Xã Vĩnh An,165
2794,Xã Yên Định,165
2795,Xã Lệ Viễn,165
2796,Xã An Bá,165
2797,Xã Tuấn Đạo,165
2798,Xã Dương Hưu,165
2799,Xã Long Sơn,165
2800,Xã Thanh Luận,165
2801,Thị trấn Nham Biền,166
2802,Thị trấn Tân An,166
2803,Xã Lão Hộ,166
2804,Xã Hương Gián,166
2805,Xã Quỳnh Sơn,166
2806,Xã Nội Hoàng,166
2807,Xã Tiền Phong,166
2808,Xã Xuân Phú,166
2809,Xã Tân Liễu,166
2810,Xã Trí Yên,166
2811,Xã Lãng Sơn,166
2812,Xã Yên Lư,166
2813,Xã Tiến Dũng,166
2814,Xã Đức Giang,166
2815,Xã Cảnh Thụy,166
2816,Xã Tư Mại,166
2817,Xã Đồng Việt,166
2818,Xã Đồng Phúc,166
2819,Xã Thượng Lan,167
2820,Xã Việt Tiến,167
2821,Xã Nghĩa Trung,167
2822,Xã Minh Đức,167
2823,Xã Hương Mai,167
2824,Xã Tự Lạn,167
2825,Thị trấn Bích Động,167
2826,Xã Trung Sơn,167
2827,Xã Hồng Thái,167
2828,Xã Tiên Sơn,167
2829,Xã Tăng Tiến,167
2830,Xã Quảng Minh,167
2831,Thị trấn Nếnh,167
2832,Xã Ninh Sơn,167
2833,Xã Vân Trung,167
2834,Xã Vân Hà,167
2835,Xã Quang Châu,167
2836,Xã Đồng Tân,168
2837,Xã Thanh Vân,168
2838,Xã Hoàng Lương,168
2839,Xã Hoàng Vân,168
2840,Xã Hoàng Thanh,168
2841,Xã Hoàng An,168
2842,Xã Ngọc Sơn,168
2843,Xã Thái Sơn,168
2844,Xã Hòa Sơn,168
2845,Thị trấn Thắng,168
2846,Xã Quang Minh,168
2847,Xã Lương Phong,168
2848,Xã Hùng Sơn,168
2849,Xã Đại Thành,168
2850,Xã Thường Thắng,168
2851,Xã Hợp Thịnh,168
2852,Xã Danh Thắng,168
2853,Xã Mai Trung,168
2854,Xã Đoan Bái,168
2855,Xã Bắc Lý,168
2856,Xã Xuân Cẩm,168
2857,Xã Hương Lâm,168
2858,Xã Đông Lỗ,168
2859,Xã Châu Minh,168
2860,Xã Mai Đình,168
2861,Phường Dữu Lâu,169
2862,Phường Vân Cơ,169
2863,Phường Nông Trang,169
2864,Phường Tân Dân,169
2865,Phường Gia Cẩm,169
2866,Phường Tiên Cát,169
2867,Phường Thọ Sơn,169
2868,Phường Thanh Miếu,169
2869,Phường Bạch Hạc,169
2870,Phường Bến Gót,169
2871,Phường Vân Phú,169
2872,Xã Phượng Lâu,169
2873,Xã Thụy Vân,169
2874,Phường Minh Phương,169
2875,Xã Trưng Vương,169
2876,Phường Minh Nông,169
2877,Xã Sông Lô,169
2878,Xã Kim Đức,169
2879,Xã Hùng Lô,169
2880,Xã Hy Cương,169
2881,Xã Chu Hóa,169
2882,Xã Thanh Đình,169
2883,Phường Hùng Vương,170
2884,Phường Phong Châu,170
2885,Phường Âu Cơ,170
2886,Xã Hà Lộc,170
2887,Xã Phú Hộ,170
2888,Xã Văn Lung,170
2889,Xã Thanh Minh,170
2890,Xã Hà Thạch,170
2891,Phường Thanh Vinh,170
2892,Thị trấn Đoan Hùng,171
2893,Xã Hùng Xuyên,171
2894,Xã Bằng Luân,171
2895,Xã Vân Du,171
2896,Xã Phú Lâm,171
2897,Xã Minh Lương,171
2898,Xã Bằng Doãn,171
